reservation_status_date,Count,Percentage
2015-10-21,1461,0.01223720579613033
2015-07-06,805,0.006742608258648128
2016-11-25,790,0.006616969595443505
2015-01-01,763,0.006390820001675182
2016-01-18,625,0.005234944300192646
2015-07-02,469,0.003928302202864562
2016-12-07,450,0.003769159896138705
2015-12-18,423,0.0035430103023703827
2016-02-09,412,0.0034508752826869923
2016-04-04,382,0.003199597956277745
2017-01-24,343,0.0028729374319457243
2016-11-21,340,0.0028478096993047996
2016-03-15,329,0.0027556746796214087
2017-01-19,321,0.002688667392578943
2017-02-02,315,0.0026384119272970935
2016-09-20,303,0.0025379009967333947
2016-04-17,299,0.002504397353212162
2017-05-05,297,0.0024876455314515452
2015-09-09,290,0.002429014155289388
2016-04-27,283,0.00237038277912723
2016-06-20,279,0.002336879135605997
2016-06-26,271,0.002269871848563531
2016-09-06,271,0.002269871848563531
2016-10-21,265,0.0022196163832816818
2017-04-21,263,0.0022028645615210654
2015-10-19,262,0.002194488650640757
2016-03-14,261,0.002186112739760449
2016-02-01,258,0.0021609850071195244
2016-02-14,257,0.002152609096239216
2016-06-02,257,0.002152609096239216
2015-11-17,256,0.0021442331853589076
2015-12-08,254,0.0021274813635982913
2016-03-18,254,0.0021274813635982913
2017-01-31,253,0.002119105452717983
2016-09-15,251,0.0021023536309573666
2016-12-13,249,0.0020856018091967503
2017-01-20,249,0.0020856018091967503
2016-05-29,245,0.002052098165675517
2016-12-12,243,0.002035346343914901
2015-10-12,242,0.0020269704330345925
2016-10-10,242,0.0020269704330345925
2016-01-19,233,0.0019515872351118183
2017-02-24,231,0.001934835413351202
2016-01-06,231,0.001934835413351202
2016-10-07,230,0.0019264595024708936
2016-07-13,230,0.0019264595024708936
2017-02-15,229,0.0019180835915905854
2016-02-10,228,0.0019097076807102773
2017-02-28,226,0.0018929558589496607
2016-05-05,225,0.0018845799480693526
2017-01-12,225,0.0018845799480693526
2016-10-06,224,0.0018762040371890444
2016-10-16,223,0.001867828126308736
2017-03-06,221,0.0018510763045481197
2016-09-25,219,0.0018343244827875031
2017-03-26,218,0.001825948571907195
2016-02-29,218,0.001825948571907195
2016-12-11,217,0.0018175726610268866
2016-12-09,217,0.0018175726610268866
2016-01-22,216,0.0018091967501465784
2017-05-25,216,0.0018091967501465784
2017-05-28,214,0.0017924449283859619
2016-03-28,214,0.0017924449283859619
2017-01-02,214,0.0017924449283859619
2017-02-06,213,0.0017840690175056537
2017-04-09,212,0.0017756931066253456
2016-02-25,212,0.0017756931066253456
2017-01-27,211,0.0017673171957450372
2016-10-28,211,0.0017673171957450372
2017-01-06,211,0.0017673171957450372
2015-07-23,209,0.0017505653739844208
2017-02-17,208,0.0017421894631041127
2017-07-04,206,0.0017254376413434961
2016-03-27,206,0.0017254376413434961
2017-01-18,206,0.0017254376413434961
2016-01-05,205,0.001717061730463188
2017-04-05,204,0.0017086858195828796
2017-02-19,203,0.0017003099087025714
2016-05-04,203,0.0017003099087025714
2015-11-22,203,0.0017003099087025714
2015-10-22,203,0.0017003099087025714
2016-06-17,202,0.0016919339978222632
2015-08-21,202,0.0016919339978222632
2016-04-15,201,0.0016835580869419549
2016-03-04,201,0.0016835580869419549
2016-09-29,201,0.0016835580869419549
2016-05-16,200,0.0016751821760616467
2016-09-26,199,0.0016668062651813385
2015-10-28,199,0.0016668062651813385
2017-05-02,198,0.0016584303543010302
2016-05-02,198,0.0016584303543010302
2016-07-18,197,0.001650054443420722
2016-09-02,196,0.0016416785325404138
2016-07-21,195,0.0016333026216601054
2017-02-12,194,0.0016249267107797973
2017-02-03,194,0.0016249267107797973
2016-05-08,194,0.0016249267107797973
2017-03-20,194,0.0016249267107797973
2016-08-01,194,0.0016249267107797973
2015-09-30,194,0.0016249267107797973
2016-01-03,194,0.0016249267107797973
2017-04-29,193,0.0016165507998994891
2016-05-06,193,0.0016165507998994891
2017-02-25,192,0.0016081748890191807
2016-05-26,192,0.0016081748890191807
2016-10-27,192,0.0016081748890191807
2016-08-18,191,0.0015997989781388726
2017-02-09,191,0.0015997989781388726
2016-04-11,190,0.0015914230672585644
2017-07-15,190,0.0015914230672585644
