adr,Count,Percentage
130.9,35,0.00029315688081078817
72.9,35,0.00029315688081078817
146.67,34,0.00028478096993047995
154.8,34,0.00028478096993047995
66.6,34,0.00028478096993047995
54.71,34,0.00028478096993047995
68.07,34,0.00028478096993047995
161.1,34,0.00028478096993047995
52.4,34,0.00028478096993047995
87.5,34,0.00028478096993047995
30.24,33,0.00027640505905017173
83.3,33,0.00027640505905017173
42.5,33,0.00027640505905017173
86.7,33,0.00027640505905017173
120.7,33,0.00027640505905017173
101.7,33,0.00027640505905017173
119.25,32,0.00026802914816986345
124.2,32,0.00026802914816986345
36.05,32,0.00026802914816986345
62.5,32,0.00026802914816986345
71.28,32,0.00026802914816986345
70.2,32,0.00026802914816986345
163.8,32,0.00026802914816986345
52.85,32,0.00026802914816986345
145.8,31,0.00025965323728955524
41.0,31,0.00025965323728955524
85.85,31,0.00025965323728955524
65.7,31,0.00025965323728955524
97.71,31,0.00025965323728955524
184.5,31,0.00025965323728955524
101.33,30,0.000251277326409247
126.67,30,0.000251277326409247
78.4,30,0.000251277326409247
91.2,29,0.00024290141552893877
102.85,29,0.00024290141552893877
65.4,29,0.00024290141552893877
35.1,29,0.00024290141552893877
101.15,29,0.00024290141552893877
144.5,29,0.00024290141552893877
208.0,29,0.00024290141552893877
202.5,29,0.00024290141552893877
50.85,29,0.00024290141552893877
262.0,29,0.00024290141552893877
106.5,28,0.00023452550464863055
129.2,28,0.00023452550464863055
245.0,28,0.00023452550464863055
87.78,28,0.00023452550464863055
249.0,28,0.00023452550464863055
84.15,28,0.00023452550464863055
61.5,28,0.00023452550464863055
121.33,28,0.00023452550464863055
48.5,27,0.0002261495937683223
86.63,27,0.0002261495937683223
77.25,27,0.0002261495937683223
65.45,27,0.0002261495937683223
190.8,27,0.0002261495937683223
54.99,27,0.0002261495937683223
94.35,27,0.0002261495937683223
129.5,27,0.0002261495937683223
49.5,27,0.0002261495937683223
232.0,27,0.0002261495937683223
99.3,27,0.0002261495937683223
58.5,27,0.0002261495937683223
172.8,27,0.0002261495937683223
144.9,26,0.00021777368288801408
62.9,26,0.00021777368288801408
113.05,26,0.00021777368288801408
36.96,26,0.00021777368288801408
193.5,26,0.00021777368288801408
147.6,26,0.00021777368288801408
83.16,26,0.00021777368288801408
65.75,26,0.00021777368288801408
78.2,26,0.00021777368288801408
160.2,26,0.00021777368288801408
35.11,26,0.00021777368288801408
137.25,26,0.00021777368288801408
112.8,25,0.00020939777200770584
80.85,25,0.00020939777200770584
158.95,25,0.00020939777200770584
75.33,25,0.00020939777200770584
48.6,25,0.00020939777200770584
197.0,25,0.00020939777200770584
123.75,25,0.00020939777200770584
30.6,25,0.00020939777200770584
228.0,25,0.00020939777200770584
186.3,25,0.00020939777200770584
37.4,25,0.00020939777200770584
77.23,25,0.00020939777200770584
132.5,25,0.00020939777200770584
73.5,25,0.00020939777200770584
93.33,25,0.00020939777200770584
96.25,25,0.00020939777200770584
54.4,25,0.00020939777200770584
86.5,24,0.0002010218611273976
55.68,24,0.0002010218611273976
84.8,24,0.0002010218611273976
99.5,24,0.0002010218611273976
102.3,24,0.0002010218611273976
69.29,24,0.0002010218611273976
111.35,24,0.0002010218611273976
163.33,24,0.0002010218611273976
124.5,24,0.0002010218611273976
89.3,24,0.0002010218611273976
51.4,24,0.0002010218611273976
68.5,24,0.0002010218611273976
124.1,23,0.00019264595024708937
305.0,23,0.00019264595024708937
70.5,23,0.00019264595024708937
110.4,23,0.00019264595024708937
77.6,23,0.00019264595024708937
138.38,23,0.00019264595024708937
89.4,23,0.00019264595024708937
223.0,23,0.00019264595024708937
164.7,23,0.00019264595024708937
72.42,23,0.00019264595024708937
53.85,23,0.00019264595024708937
114.5,23,0.00019264595024708937
95.67,23,0.00019264595024708937
133.5,23,0.00019264595024708937
138.5,23,0.00019264595024708937
203.0,22,0.00018427003936678113
89.5,22,0.00018427003936678113
213.0,22,0.00018427003936678113
89.75,22,0.00018427003936678113
46.5,22,0.00018427003936678113
123.33,22,0.00018427003936678113
94.8,22,0.00018427003936678113
271.0,22,0.00018427003936678113
70.53,22,0.00018427003936678113
105.5,22,0.00018427003936678113
60.98,22,0.00018427003936678113
86.55,22,0.00018427003936678113
106.4,22,0.00018427003936678113
58.7,22,0.00018427003936678113
39.6,22,0.00018427003936678113
75.65,22,0.00018427003936678113
64.67,22,0.00018427003936678113
135.33,22,0.00018427003936678113
108.3,21,0.0001758941284864729
104.5,21,0.0001758941284864729
102.43,21,0.0001758941284864729
92.5,21,0.0001758941284864729
171.9,21,0.0001758941284864729
91.48,21,0.0001758941284864729
130.67,21,0.0001758941284864729
51.85,21,0.0001758941284864729
93.08,21,0.0001758941284864729
4.0,21,0.0001758941284864729
48.75,21,0.0001758941284864729
90.09,21,0.0001758941284864729
81.5,21,0.0001758941284864729
59.8,21,0.0001758941284864729
91.6,21,0.0001758941284864729
72.76,21,0.0001758941284864729
72.07,21,0.0001758941284864729
65.83,21,0.0001758941284864729
116.45,21,0.0001758941284864729
116.33,21,0.0001758941284864729
63.5,21,0.0001758941284864729
101.25,21,0.0001758941284864729
165.6,21,0.0001758941284864729
246.0,20,0.00016751821760616466
77.03,20,0.00016751821760616466
233.0,20,0.00016751821760616466
173.25,20,0.00016751821760616466
91.33,20,0.00016751821760616466
134.5,20,0.00016751821760616466
84.5,20,0.00016751821760616466
269.0,20,0.00016751821760616466
258.0,20,0.00016751821760616466
236.0,20,0.00016751821760616466
91.67,20,0.00016751821760616466
265.0,20,0.00016751821760616466
103.95,20,0.00016751821760616466
102.8,20,0.00016751821760616466
46.75,20,0.00016751821760616466
142.5,20,0.00016751821760616466
73.15,20,0.00016751821760616466
83.7,19,0.00015914230672585644
77.86,19,0.00015914230672585644
110.75,19,0.00015914230672585644
129.7,19,0.00015914230672585644
73.9,19,0.00015914230672585644
83.5,19,0.00015914230672585644
159.5,19,0.00015914230672585644
123.2,19,0.00015914230672585644
67.58,19,0.00015914230672585644
251.0,19,0.00015914230672585644
54.9,19,0.00015914230672585644
81.67,19,0.00015914230672585644
52.56,19,0.00015914230672585644
79.8,19,0.00015914230672585644
84.7,19,0.00015914230672585644
218.0,19,0.00015914230672585644
42.95,19,0.00015914230672585644
38.5,19,0.00015914230672585644
77.4,19,0.00015914230672585644
151.5,19,0.00015914230672585644
105.33,19,0.00015914230672585644
64.5,19,0.00015914230672585644
131.75,19,0.00015914230672585644
123.25,19,0.00015914230672585644
157.25,19,0.00015914230672585644
73.37,18,0.0001507663958455482
42.3,18,0.0001507663958455482
60.3,18,0.0001507663958455482
161.5,18,0.0001507663958455482
99.2,18,0.0001507663958455482
58.9,18,0.0001507663958455482
105.9,18,0.0001507663958455482
187.5,18,0.0001507663958455482
169.2,18,0.0001507663958455482
97.4,18,0.0001507663958455482
178.5,18,0.0001507663958455482
83.9,18,0.0001507663958455482
81.6,18,0.0001507663958455482
242.0,18,0.0001507663958455482
84.33,18,0.0001507663958455482
81.25,18,0.0001507663958455482
85.75,18,0.0001507663958455482
58.2,18,0.0001507663958455482
110.8,18,0.0001507663958455482
38.67,18,0.0001507663958455482
71.6,18,0.0001507663958455482
66.8,18,0.0001507663958455482
248.0,18,0.0001507663958455482
66.5,18,0.0001507663958455482
69.36,18,0.0001507663958455482
105.75,18,0.0001507663958455482
49.4,18,0.0001507663958455482
46.98,18,0.0001507663958455482
86.75,17,0.00014239048496523997
139.95,17,0.00014239048496523997
76.05,17,0.00014239048496523997
143.5,17,0.00014239048496523997
187.85,17,0.00014239048496523997
93.15,17,0.00014239048496523997
44.1,17,0.00014239048496523997
254.0,17,0.00014239048496523997
153.5,17,0.00014239048496523997
55.44,17,0.00014239048496523997
135.15,17,0.00014239048496523997
31.45,17,0.00014239048496523997
61.4,17,0.00014239048496523997
91.38,17,0.00014239048496523997
255.0,17,0.00014239048496523997
109.1,17,0.00014239048496523997
155.7,17,0.00014239048496523997
103.8,17,0.00014239048496523997
107.2,17,0.00014239048496523997
89.89,17,0.00014239048496523997
70.69,17,0.00014239048496523997
174.6,17,0.00014239048496523997
122.5,17,0.00014239048496523997
45.5,17,0.00014239048496523997
34.2,17,0.00014239048496523997
69.7,17,0.00014239048496523997
90.6,17,0.00014239048496523997
61.6,17,0.00014239048496523997
92.1,17,0.00014239048496523997
237.0,17,0.00014239048496523997
71.4,17,0.00014239048496523997
177.5,16,0.00013401457408493173
52.5,16,0.00013401457408493173
72.8,16,0.00013401457408493173
76.58,16,0.00013401457408493173
114.9,16,0.00013401457408493173
60.06,16,0.00013401457408493173
92.17,16,0.00013401457408493173
106.85,16,0.00013401457408493173
295.0,16,0.00013401457408493173
81.77,16,0.00013401457408493173
69.3,16,0.00013401457408493173
58.6,16,0.00013401457408493173
82.44,16,0.00013401457408493173
75.95,16,0.00013401457408493173
78.54,16,0.00013401457408493173
79.43,16,0.00013401457408493173
80.24,16,0.00013401457408493173
22.5,16,0.00013401457408493173
33.0,16,0.00013401457408493173
67.32,16,0.00013401457408493173
264.0,16,0.00013401457408493173
96.05,16,0.00013401457408493173
71.55,16,0.00013401457408493173
81.2,16,0.00013401457408493173
71.2,16,0.00013401457408493173
73.1,16,0.00013401457408493173
57.93,16,0.00013401457408493173
121.6,16,0.00013401457408493173
140.7,16,0.00013401457408493173
62.48,16,0.00013401457408493173
119.1,16,0.00013401457408493173
29.16,16,0.00013401457408493173
45.9,16,0.00013401457408493173
82.5,16,0.00013401457408493173
243.0,15,0.0001256386632046235
95.7,15,0.0001256386632046235
146.2,15,0.0001256386632046235
178.2,15,0.0001256386632046235
67.76,15,0.0001256386632046235
113.33,15,0.0001256386632046235
139.2,15,0.0001256386632046235
145.5,15,0.0001256386632046235
85.6,15,0.0001256386632046235
41.6,15,0.0001256386632046235
122.33,15,0.0001256386632046235
70.75,15,0.0001256386632046235
62.4,15,0.0001256386632046235
66.53,15,0.0001256386632046235
66.3,15,0.0001256386632046235
68.61,15,0.0001256386632046235
81.08,15,0.0001256386632046235
102.5,15,0.0001256386632046235
89.14,15,0.0001256386632046235
156.67,15,0.0001256386632046235
138.55,15,0.0001256386632046235
58.4,15,0.0001256386632046235
87.75,15,0.0001256386632046235
122.7,15,0.0001256386632046235
111.2,15,0.0001256386632046235
226.0,15,0.0001256386632046235
106.67,15,0.0001256386632046235
117.6,15,0.0001256386632046235
149.33,15,0.0001256386632046235
153.33,15,0.0001256386632046235
43.5,15,0.0001256386632046235
1.0,15,0.0001256386632046235
261.0,15,0.0001256386632046235
92.28,14,0.00011726275232431528
49.2,14,0.00011726275232431528
113.6,14,0.00011726275232431528
201.6,14,0.00011726275232431528
85.59,14,0.00011726275232431528
95.48,14,0.00011726275232431528
64.14,14,0.00011726275232431528
77.85,14,0.00011726275232431528
98.8,14,0.00011726275232431528
84.58,14,0.00011726275232431528
141.5,14,0.00011726275232431528
88.8,14,0.00011726275232431528
68.85,14,0.00011726275232431528
153.9,14,0.00011726275232431528
88.01,14,0.00011726275232431528
56.4,14,0.00011726275232431528
83.2,14,0.00011726275232431528
76.23,14,0.00011726275232431528
149.5,14,0.00011726275232431528
86.36,14,0.00011726275232431528
170.1,14,0.00011726275232431528
101.58,14,0.00011726275232431528
227.0,14,0.00011726275232431528
108.45,14,0.00011726275232431528
138.33,14,0.00011726275232431528
53.1,14,0.00011726275232431528
253.0,14,0.00011726275232431528
100.1,14,0.00011726275232431528
126.33,14,0.00011726275232431528
103.18,14,0.00011726275232431528
78.85,14,0.00011726275232431528
70.03,14,0.00011726275232431528
83.75,14,0.00011726275232431528
71.7,14,0.00011726275232431528
152.67,14,0.00011726275232431528
108.5,14,0.00011726275232431528
124.8,14,0.00011726275232431528
78.35,14,0.00011726275232431528
104.72,14,0.00011726275232431528
100.5,14,0.00011726275232431528
100.2,14,0.00011726275232431528
80.81,14,0.00011726275232431528
106.33,14,0.00011726275232431528
247.0,14,0.00011726275232431528
109.5,14,0.00011726275232431528
128.8,14,0.00011726275232431528
90.3,14,0.00011726275232431528
40.67,14,0.00011726275232431528
128.4,14,0.00011726275232431528
74.15,14,0.00011726275232431528
300.0,14,0.00011726275232431528
127.33,14,0.00011726275232431528
275.0,14,0.00011726275232431528
97.92,13,0.00010888684144400704
185.4,13,0.00010888684144400704
82.35,13,0.00010888684144400704
98.25,13,0.00010888684144400704
197.1,13,0.00010888684144400704
146.5,13,0.00010888684144400704
90.78,13,0.00010888684144400704
111.78,13,0.00010888684144400704
97.33,13,0.00010888684144400704
85.8,13,0.00010888684144400704
167.45,13,0.00010888684144400704
33.26,13,0.00010888684144400704
116.67,13,0.00010888684144400704
131.2,13,0.00010888684144400704
109.25,13,0.00010888684144400704
274.0,13,0.00010888684144400704
164.25,13,0.00010888684144400704
108.11,13,0.00010888684144400704
118.2,13,0.00010888684144400704
112.63,13,0.00010888684144400704
135.5,13,0.00010888684144400704
72.2,13,0.00010888684144400704
131.5,13,0.00010888684144400704
173.7,13,0.00010888684144400704
88.83,13,0.00010888684144400704
96.4,13,0.00010888684144400704
130.33,13,0.00010888684144400704
79.56,13,0.00010888684144400704
149.6,13,0.00010888684144400704
129.33,13,0.00010888684144400704
100.75,13,0.00010888684144400704
127.2,13,0.00010888684144400704
169.5,13,0.00010888684144400704
96.67,13,0.00010888684144400704
68.47,13,0.00010888684144400704
81.62,13,0.00010888684144400704
65.6,13,0.00010888684144400704
74.61,13,0.00010888684144400704
101.4,13,0.00010888684144400704
137.67,13,0.00010888684144400704
112.1,13,0.00010888684144400704
161.33,13,0.00010888684144400704
121.55,13,0.00010888684144400704
55.1,13,0.00010888684144400704
62.18,13,0.00010888684144400704
83.8,13,0.00010888684144400704
119.5,13,0.00010888684144400704
97.54,13,0.00010888684144400704
63.2,13,0.00010888684144400704
140.8,13,0.00010888684144400704
134.85,13,0.00010888684144400704
159.33,13,0.00010888684144400704
183.6,13,0.00010888684144400704
136.67,13,0.00010888684144400704
167.18,13,0.00010888684144400704
238.0,13,0.00010888684144400704
65.5,13,0.00010888684144400704
144.4,13,0.00010888684144400704
55.96,13,0.00010888684144400704
54.75,13,0.00010888684144400704
101.52,13,0.00010888684144400704
78.15,12,0.0001005109305636988
71.69,12,0.0001005109305636988
94.05,12,0.0001005109305636988
128.25,12,0.0001005109305636988
102.25,12,0.0001005109305636988
112.05,12,0.0001005109305636988
76.93,12,0.0001005109305636988
117.81,12,0.0001005109305636988
279.0,12,0.0001005109305636988
125.4,12,0.0001005109305636988
256.0,12,0.0001005109305636988
63.9,12,0.0001005109305636988
107.5,12,0.0001005109305636988
96.5,12,0.0001005109305636988
74.7,12,0.0001005109305636988
70.44,12,0.0001005109305636988
67.22,12,0.0001005109305636988
36.25,12,0.0001005109305636988
68.74,12,0.0001005109305636988
34.56,12,0.0001005109305636988
181.8,12,0.0001005109305636988
166.25,12,0.0001005109305636988
127.67,12,0.0001005109305636988
64.37,12,0.0001005109305636988
65.29,12,0.0001005109305636988
103.2,12,0.0001005109305636988
74.6,12,0.0001005109305636988
131.7,12,0.0001005109305636988
161.67,12,0.0001005109305636988
